load_time,source_desc,year,freq_desc,reference_period_desc,begin_code,week_ending,agg_level_desc,domain_desc,state_alpha,region_desc,commodity_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domaincat_desc,class_desc,Value,usage
2019-03-15,SURVEY,2018,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,43884000,FOR OTHER PRODUCTS
2019-03-15,SURVEY,2018,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,44836000,FOR OTHER PRODUCTS
2019-03-15,SURVEY,2018,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,45307000,FOR OTHER PRODUCTS
2019-03-15,SURVEY,2018,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,45253000,FOR OTHER PRODUCTS
2019-03-15,SURVEY,2018,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,44916000,FOR OTHER PRODUCTS
2019-03-15,SURVEY,2018,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,41573000,FOR OTHER PRODUCTS
2019-03-15,SURVEY,2018,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,40869000,FOR OTHER PRODUCTS
2019-03-15,SURVEY,2018,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,40248000,FOR OTHER PRODUCTS
2019-03-01,SURVEY,2018,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,40865000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2869000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2740000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3455000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3692000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3327000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3439000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5111000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3341000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3300000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3195000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3406000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3239000,FOR BEVERAGE ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,405454000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,367273000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,402843000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,399729000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,418280000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,415763000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,407328000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,410749000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,365513000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,396666000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,413477000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (DRY MILL PLANT),ALL CLASSES,431514000,FOR FUEL ALCOHOL_DRY
2020-03-02,SURVEY,2019,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,38562000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,35621000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,39117000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,40748000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,41205000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,40668000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,43454000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,43884000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,40172000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,42450000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,43183000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR FUEL ALCOHOL,USAGE,BU,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,47700000,FOR FUEL ALCOHOL_WET
2020-03-02,SURVEY,2019,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6787000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6157000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7133000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6260000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5924000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5926000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,7458000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5929000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,5327000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6324000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6198000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR INDUSTRIAL ALCOHOL,USAGE,BU,"CORN, FOR INDUSTRIAL ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,6804000,FOR INDUSTRIAL ALCOHOL
2020-03-02,SURVEY,2019,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,38948000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,37285000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,42605000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,42730000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,46668000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,43557000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,44229000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,43906000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,39683000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,39577000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,40433000,FOR OTHER PRODUCTS
2020-03-02,SURVEY,2019,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,CORN,FOR OTHER PRODUCTS (EXCL ALCOHOL),USAGE,BU,"CORN, FOR OTHER PRODUCTS (EXCL ALCOHOL) - USAGE, MEASURED IN BU",TYPE OF OPERATION: (WET MILL PLANT),ALL CLASSES,40958000,FOR OTHER PRODUCTS
2021-03-01,SURVEY,2020,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2699000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,2617000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,4045000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,4137000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3992000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3649000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3247000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3201000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3862000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3301000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3952000,FOR BEVERAGE ALCOHOL
2021-03-01,SURVEY,2020,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,CORN,FOR BEVERAGE ALCOHOL,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",NOT SPECIFIED,ALL CLASSES,3716000,FOR BEVERAGE ALCOHOL
